movie_id,title,movie_link,year,duration,genre,description,director,actors,rating
1502,Heavyweights,https://www.imdb.com/title/tt0110006/,1995,100,"Comedy, Drama, Family","Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that the facility is a woodland hellhole run by a psycho ex-fitness instructor.",Steven Brill,"Tom McGowan, Aaron Schwartz, Ben Stiller, David Goldman",6.7
1503,Babe,https://www.imdb.com/title/tt0112431/,1995,91,"Comedy, Drama, Family","Babe, a pig raised by sheepdogs, learns to herd sheep with a little help from Farmer Hoggett.",Chris Noonan,"James Cromwell, Magda Szubanski, Christine Cavanaugh, Miriam Margolyes",6.8
1504,Sabrina,https://www.imdb.com/title/tt0114319/,1995,127,"Comedy, Drama, Romance","An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.",Sydney Pollack,"Harrison Ford, Julia Ormond, Greg Kinnear, Nancy Marchand",6.3
1505,Vampire In Brooklyn,https://www.imdb.com/title/tt0114825/,1995,100,"Comedy, Fantasy, Horror","A ship docks in Brooklyn with all its crew dead, but someone gets off and the killing continues on land. A Caribbean vampire is searching for a specific woman, half-human half-vampire. Rita is the detective investigating the many killings.",Wes Craven,"Eddie Murphy, Angela Bassett, Allen Payne, Kadeem Hardison",4.6
1506,Major Payne,https://www.imdb.com/title/tt0110443/,1995,95,"Adventure, Comedy, Family",A recently discharged Major finds himself commanding a group of mismatched Cadets.,Nick Castle,"Damon Wayans, Michael Ironside, Bam Bam Bigelow, Joseph Blaire",6.3
1507,Ace Ventura: When Nature Calls,https://www.imdb.com/title/tt0112281/,1995,90,"Adventure, Comedy, Crime","Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.",Steve Oedekerk,"Jim Carrey, Ian McNeice, Simon Callow, Maynard Eziashi",6.4
1508,Mighty Morphin Power Rangers: The Movie,https://www.imdb.com/title/tt0113820/,1995,95,"Action, Adventure, Family","A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea.",Bryan Spicer,"Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank",5.3
1509,Strange Days,https://www.imdb.com/title/tt0114558/,1995,145,"Action, Crime, Drama",A former cop turned street-hustler accidentally uncovers a conspiracy in Los Angeles in 1999.,Kathryn Bigelow,"Ralph Fiennes, Angela Bassett, Juliette Lewis, Tom Sizemore",7.2
1510,Mallrats,https://www.imdb.com/title/tt0113749/,1995,94,"Comedy, Romance","Both dumped by their girlfriends, two best friends seek refuge in the local mall.",Kevin Smith,"Shannen Doherty, Jeremy London, Jason Lee, Claire Forlani",7.1
1511,The Bridges Of Madison County,https://www.imdb.com/title/tt0112579/,1995,135,"Drama, Romance",Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,Clint Eastwood,"Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak",7.6
1512,Dangerous Minds,https://www.imdb.com/title/tt0112792/,1995,99,"Biography, Drama",An ex-Marine turned teacher struggles to connect with her students in an inner city school.,John N. Smith,"Michelle Pfeiffer, George Dzundza, Courtney B. Vance, Robin Bartlett",6.6
1513,Do Lok Tin Si,https://www.imdb.com/title/tt0112913/,1995,99,"Comedy, Crime, Drama","This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner.",Kar-Wai Wong,"Leon Lai, Michelle Reis, Takeshi Kaneshiro, Charlie Yeung",7.7
1514,Johnny Mnemonic,https://www.imdb.com/title/tt0113481/,1995,103,"Action, Drama, Sci-Fi","A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.",Robert Longo,"Keanu Reeves, Dolph Lundgren, Dina Meyer, Ice-T",5.7
1515,The Prophecy,https://www.imdb.com/title/tt0114194/,1995,98,"Action, Crime, Drama","At the scene of a bizarre murder, L.A. homicide detective Thomas Dagget discovers a lethal heavenly prophecy now being fulfilled on earth. In his fight to stop the forces of evil, he finds an unlikely ally in an elementary school teacher.",Gregory Widen,"Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz",6.5
1516,Dolores Claiborne,https://www.imdb.com/title/tt0109642/,1995,132,"Crime, Drama, Mystery",A big-city reporter travels to the small town where her mother has been arrested for the murder of an elderly woman that she works for as a maid.,Taylor Hackford,"Kathy Bates, Jennifer Jason Leigh, Christopher Plummer, Judy Parfitt",7.4
1517,Tales From The Crypt: Demon Knight,https://www.imdb.com/title/tt0114608/,1995,92,"Action, Fantasy, Horror",A man on the run is hunted by a demon known as the Collector.,Ernest R. Dickerson,"Billy Zane, William Sadler, John Kassir, Jada Pinkett Smith",6.7
1518,Lust Och Fägring Stor,https://www.imdb.com/title/tt0113720/,1995,130,"Drama, Romance, War","Malmö, Sweden during the Second World War. Stig is a 15 year old pupil on the verge of adulthood. Viola is 37 years old and his teacher. He is attracted by her beauty and maturity. She is .",Bo Widerberg,"Johan Widerberg, Marika Lagercrantz, Tomas von Brömssen, Karin Huldt",6.9
1519,Now And Then,https://www.imdb.com/title/tt0114011/,1995,100,"Comedy, Drama, Romance",Four 12-year-old girls grow up together during an eventful small-town summer in 1970.,Lesli Linka Glatter,"Christina Ricci, Demi Moore, Rosie O'Donnell, Thora Birch",6.8
1520,A Little Princess,https://www.imdb.com/title/tt0113670/,1995,97,"Drama, Family, Fantasy",A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,Alfonso Cuarón,"Liesel Matthews, Eleanor Bron, Liam Cunningham, Rusty Schwimmer",7.7
1521,Cutthroat Island,https://www.imdb.com/title/tt0112760/,1995,124,"Action, Adventure, Comedy",A female pirate and her companion race against their rivals to find a hidden island that contains a fabulous treasure.,Renny Harlin,"Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin",5.7
1522,Congo,https://www.imdb.com/title/tt0112715/,1995,109,"Action, Adventure, Mystery","When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",Frank Marshall,"Laura Linney, Tim Curry, Dylan Walsh, Ernie Hudson",5.3
1523,Mimi Wo Sumaseba,https://www.imdb.com/title/tt0113824/,1995,111,"Animation, Drama, Family","A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.",Yoshifumi Kondô,"Yoko Honna, Issey Takahashi, Takashi Tachibana, Shigeru Muroi",7.9
1524,First Knight,https://www.imdb.com/title/tt0113071/,1995,134,"Action, Adventure, Drama","Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",Jerry Zucker,"Sean Connery, Richard Gere, Julia Ormond, Ben Cross",6
1525,The Indian In The Cupboard,https://www.imdb.com/title/tt0113419/,1995,96,"Drama, Family, Fantasy","Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cabinet from his older brother, a set of antique keys from his mother and a tiny plastic model of an Indian from his best friend Patrick.",Frank Oz,"Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins",6
1526,Dead Man,https://www.imdb.com/title/tt0112817/,1995,121,"Adventure, Drama, Fantasy","On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world.",Jim Jarmusch,"Johnny Depp, Gary Farmer, Crispin Glover, Lance Henriksen",7.6
1527,It Takes Two,https://www.imdb.com/title/tt0113442/,1995,101,"Comedy, Family, Romance","Alyssa and Amanda are two little girls who are identical, but complete strangers, that accidentally meet one day.",Andy Tennant,"Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen",5.9
1528,La Cité Des Enfants Perdus,https://www.imdb.com/title/tt0112682/,1995,112,"Fantasy, Sci-Fi","A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.","Marc Caro, Jean-Pierre Jeunet","Ron Perlman, Daniel Emilfork, Judith Vittet, Dominique Pinon",7.5
1529,A Walk In The Clouds,https://www.imdb.com/title/tt0114887/,1995,102,"Drama, Romance",A married soldier returning from World War II poses as a pregnant woman's husband to save her from her father's anger and honor.,Alfonso Arau,"Keanu Reeves, Aitana Sánchez-Gijón, Anthony Quinn, Giancarlo Giannini",6.7
1530,Under Siege 2: Dark Territory,https://www.imdb.com/title/tt0114781/,1995,100,"Action, Adventure, Thriller","Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite.",Geoff Murphy,"Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl",5.5
1531,The American President,https://www.imdb.com/title/tt0112346/,1995,114,"Comedy, Drama, Romance","A widowed U.S. President running for reelection and an environmental lobbyist fall in love. It's all above-board, but ""politics is perception,"" and sparks fly anyway.",Rob Reiner,"Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox",6.8
1532,Live Nude Girls,https://www.imdb.com/title/tt0113674/,1995,95,Comedy,"Georgina throws a sleepover party for her friend Jamie, a moderately successful actress, on the night of Jamie's fiancée's bachelor party. Jill, Jamie, Marcy, Rachel, and Georgina have been.",Julianna Lavin,"Dana Delany, Kim Cattrall, Cynthia Stevenson, Laila Robins",5.2
1533,Mr. Holland'S Opus,https://www.imdb.com/title/tt0113862/,1995,143,"Drama, Music",A frustrated composer finds fulfillment as a high school music teacher.,Stephen Herek,"Richard Dreyfuss, Glenne Headly, Jay Thomas, Olympia Dukakis",7.3
1534,Underground,https://www.imdb.com/title/tt0114787/,1995,170,"Comedy, Drama, Fantasy","A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love and hate.",Emir Kusturica,"Predrag 'Miki' Manojlovic, Lazar Ristovski, Mirjana Jokovic, Slavko Stimac",8.1
1535,The Net,https://www.imdb.com/title/tt0113957/,1995,114,"Action, Crime, Drama","A computer programmer stumbles upon a conspiracy, putting her life and the lives of those around her in great danger.",Irwin Winkler,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker",6
1536,Rob Roy,https://www.imdb.com/title/tt0114287/,1995,139,"Adventure, Biography, Drama","In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.",Michael Caton-Jones,"Liam Neeson, Jessica Lange, John Hurt, Tim Roth",6.9
1537,Dead Presidents,https://www.imdb.com/title/tt0112819/,1995,119,"Action, Crime, Drama","A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.","Albert Hughes, Allen Hughes","Larenz Tate, Keith David, Chris Tucker, Freddy Rodríguez",6.9
1538,Devil In A Blue Dress,https://www.imdb.com/title/tt0112857/,1995,102,"Crime, Drama, Mystery","An African-American man is hired to find a woman, and gets mixed up in a murderous political scandal.",Carl Franklin,"Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle",6.7
1539,Assassins,https://www.imdb.com/title/tt0112401/,1995,132,"Action, Crime, Thriller",Professional hit-man Robert Rath wants to fulfill a few more contracts before retiring but unscrupulous ambitious newcomer hit-man Miguel Bain keeps killing Rath's targets.,Richard Donner,"Sylvester Stallone, Antonio Banderas, Julianne Moore, Anatoli Davydov",6.4
1540,French Kiss,https://www.imdb.com/title/tt0113117/,1995,111,"Comedy, Drama, Romance","A woman flies to France to confront her straying fiancee, but gets into trouble when the charming crook seated next to her uses her for smuggling.",Lawrence Kasdan,"Meg Ryan, Kevin Kline, Timothy Hutton, Jean Reno",6.6
1541,Higher Learning,https://www.imdb.com/title/tt0113305/,1995,127,"Crime, Drama, Thriller","People from all different walks of life, encounter racial tension, rape, responsibility, and the meaning of an education on a university campus.",John Singleton,"Omar Epps, Kristy Swanson, Michael Rapaport, Jennifer Connelly",6.5
1542,Waiting To Exhale,https://www.imdb.com/title/tt0114885/,1995,124,"Comedy, Drama, Romance","Based on Terry McMillan's novel, this film follows four very different African-American women and their relationships with the male gender.",Forest Whitaker,"Whitney Houston, Angela Bassett, Loretta Devine, Lela Rochon",6
1543,Lord Of Illusions,https://www.imdb.com/title/tt0113690/,1995,109,"Horror, Mystery, Thriller","A private detective gets more than he bargains for when he encounters Philip Swan, a performer whose amazing illusions captive the world, but they are not really what everyone thinks.",Clive Barker,"Scott Bakula, Kevin J. O'Connor, J. Trevor Edmond, Daniel von Bargen",6.1
1544,Mighty Aphrodite,https://www.imdb.com/title/tt0113819/,1995,95,"Comedy, Fantasy, Romance","When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a ditzy porn star and prostitute.",Woody Allen,"Woody Allen, Mira Sorvino, Pamela Blair, Rene Ceballos",7
1545,Nine Months,https://www.imdb.com/title/tt0113986/,1995,103,"Comedy, Romance","When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",Chris Columbus,"Hugh Grant, Julianne Moore, Tom Arnold, Joan Cusack",5.5
1546,Balto,https://www.imdb.com/title/tt0112453/,1995,78,"Animation, Adventure, Drama","An outcast Husky risks his life with other sled dogs to prevent a deadly epidemic from ravaging Nome, Alaska.",Simon Wells,"Kevin Bacon, Bob Hoskins, Bridget Fonda, Jim Cummings",7.1
1547,Welcome To The Dollhouse,https://www.imdb.com/title/tt0114906/,1995,88,"Comedy, Drama","An awkward seventh-grader struggles to cope with inattentive parents, snobbish class-mates, a smart older brother, an attractive younger sister and her own insecurities in suburban New Jersey.",Todd Solondz,"Heather Matarazzo, Christina Brucato, Victoria Davis, Christina Vidal",7.4
1548,Dracula: Dead And Loving It,https://www.imdb.com/title/tt0112896/,1995,88,"Comedy, Fantasy, Horror",Mel Brooks ' parody of the classic vampire story and its famous film adaptations.,Mel Brooks,"Leslie Nielsen, Mel Brooks, Peter MacNicol, Steven Weber",5.9
1549,Nixon,https://www.imdb.com/title/tt0113987/,1995,192,"Biography, Drama, History","A biographical story of former U.S. President Richard Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame.",Oliver Stone,"Anthony Hopkins, Joan Allen, Powers Boothe, Ed Harris",7.1
1550,Embrace Of The Vampire,https://www.imdb.com/title/tt0109723/,1995,92,"Horror, Thriller",An 18-year-old college freshman is seduced by a handsome vampire lover who introduces her to a dark world of carnal desires.,Anne Goursaud,"Martin Kemp, Rebecca Ferratti, Alyssa Milano, Glori Gold",4.4
1551,Space Jam,https://www.imdb.com/title/tt0117705/,1996,88,"Animation, Adventure, Comedy","In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",Joe Pytka,"Michael Jordan, Wayne Knight, Theresa Randle, Manner Washington",6.5
1552,Independence Day,https://www.imdb.com/title/tt0116629/,1996,145,"Action, Adventure, Sci-Fi","The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",Roland Emmerich,"Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell",7
1553,Fargo,https://www.imdb.com/title/tt0116282/,1996,98,"Crime, Drama, Thriller",Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,"Joel Coen, Ethan Coen","William H. Macy, Frances McDormand, Steve Buscemi, Peter Stormare",8.1
1554,Twister,https://www.imdb.com/title/tt0117998/,1996,113,"Action, Adventure, Thriller","Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",Jan de Bont,"Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz",6.4
1555,Romeo + Juliet,https://www.imdb.com/title/tt0117509/,1996,120,"Drama, Romance",Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,Baz Luhrmann,"Leonardo DiCaprio, Claire Danes, John Leguizamo, Harold Perrineau",6.7
1556,Trainspotting,https://www.imdb.com/title/tt0117951/,1996,93,Drama,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",Danny Boyle,"Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd",8.1
1557,Mars Attacks!,https://www.imdb.com/title/tt0116996/,1996,106,"Comedy, Sci-Fi",Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,Tim Burton,"Jack Nicholson, Pierce Brosnan, Sarah Jessica Parker, Annette Bening",6.3
1558,Happy Gilmore,https://www.imdb.com/title/tt0116483/,1996,92,"Comedy, Sport",A rejected hockey player puts his skills to the golf course to save his grandmother's house.,Dennis Dugan,"Adam Sandler, Christopher McDonald, Julie Bowen, Frances Bay",7
1559,Mission: Impossible,https://www.imdb.com/title/tt0117060/,1996,110,"Action, Adventure, Thriller","An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",Brian De Palma,"Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny",7.1
1560,A Time To Kill,https://www.imdb.com/title/tt0117913/,1996,149,"Crime, Drama, Thriller","In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.",Joel Schumacher,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey",7.5
1561,Scream,https://www.imdb.com/title/tt0117571/,1996,111,"Horror, Mystery","A year after the murder of her mother, a teenage girl is terrorized by a new killer, who targets the girl and her friends by using horror films as part of a deadly game.",Wes Craven,"Neve Campbell, Courteney Cox, David Arquette, Skeet Ulrich",7.3
1562,From Dusk Till Dawn,https://www.imdb.com/title/tt0116367/,1996,108,"Action, Crime, Horror","Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",Robert Rodriguez,"Harvey Keitel, George Clooney, Juliette Lewis, Quentin Tarantino",7.2
1563,Matilda,https://www.imdb.com/title/tt0117008/,1996,98,"Comedy, Family, Fantasy","This film adaptation of a Roald Dahl work tells the story of Matilda Wormwood, a gifted girl forced to put up with a crude, distant father and mother.",Danny DeVito,"Danny DeVito, Rhea Perlman, Mara Wilson, Embeth Davidtz",6.9
1564,Jerry Maguire,https://www.imdb.com/title/tt0116695/,1996,139,"Comedy, Drama, Romance","When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.",Cameron Crowe,"Tom Cruise, Cuba Gooding Jr., Renée Zellweger, Kelly Preston",7.3
1565,The Birdcage,https://www.imdb.com/title/tt0115685/,1996,117,Comedy,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,Mike Nichols,"Robin Williams, Nathan Lane, Gene Hackman, Dianne Wiest",7.1
1566,The Nutty Professor,https://www.imdb.com/title/tt0117218/,1996,95,"Comedy, Romance, Sci-Fi",Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,Tom Shadyac,"Eddie Murphy, Jada Pinkett Smith, James Coburn, Larry Miller",5.6
1567,Sleepers,https://www.imdb.com/title/tt0117665/,1996,147,"Crime, Drama, Thriller","After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",Barry Levinson,"Robert De Niro, Kevin Bacon, Brad Pitt, Jason Patric",7.6
1568,The Rock,https://www.imdb.com/title/tt0117500/,1996,136,"Action, Adventure, Thriller","A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.",Michael Bay,"Sean Connery, Nicolas Cage, Ed Harris, John Spencer",7.4
1569,Sling Blade,https://www.imdb.com/title/tt0117666/,1996,135,Drama,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",Billy Bob Thornton,"Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter",8
1570,Crash,https://www.imdb.com/title/tt0115964/,1996,100,Drama,"After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.",David Cronenberg,"James Spader, Holly Hunter, Elias Koteas, Deborah Kara Unger",6.4
1571,The English Patient,https://www.imdb.com/title/tt0116209/,1996,162,"Drama, Romance, War","At the close of World War II, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",Anthony Minghella,"Ralph Fiennes, Juliette Binoche, Willem Dafoe, Kristin Scott Thomas",7.4
1572,Striptease,https://www.imdb.com/title/tt0117765/,1996,115,"Comedy, Crime, Drama",A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.,Andrew Bergman,"Demi Moore, Burt Reynolds, Armand Assante, Ving Rhames",4.5
1573,That Thing You Do!,https://www.imdb.com/title/tt0117887/,1996,108,"Comedy, Drama, Music","A local Pennsylvania band scores a one hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from its manager.",Tom Hanks,"Tom Hanks, Liv Tyler, Charlize Theron, Tom Everett Scott",6.9
1574,The Craft,https://www.imdb.com/title/tt0115963/,1996,101,"Drama, Fantasy, Horror","A newcomer to a Catholic prep high school falls in with a trio of outcast teenage girls who practice witchcraft, and they all soon conjure up various spells and curses against those who anger them.",Andrew Fleming,"Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True",6.4
1575,Primal Fear,https://www.imdb.com/title/tt0117381/,1996,129,"Crime, Drama, Mystery","An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",Gregory Hoblit,"Richard Gere, Laura Linney, Edward Norton, John Mahoney",7.7
1576,Fear,https://www.imdb.com/title/tt0116287/,1996,97,"Drama, Thriller","When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear.",James Foley,"Mark Wahlberg, Reese Witherspoon, William Petersen, Amy Brenneman",6.3
1577,101 Dalmatians,https://www.imdb.com/title/tt0115433/,1996,103,"Adventure, Comedy, Crime","An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",Stephen Herek,"Glenn Close, Jeff Daniels, Joely Richardson, Joan Plowright",5.7
1578,The Frighteners,https://www.imdb.com/title/tt0116365/,1996,110,"Comedy, Fantasy, Horror","After a tragic car accident that kills his wife, a man discovers he can communicate with the dead to con people. However, when a demonic spirit appears, he may be the only one who can stop it from killing the living and the dead.",Peter Jackson,"Michael J. Fox, Trini Alvarado, Peter Dobson, John Astin",7.1
1579,Big Night,https://www.imdb.com/title/tt0115678/,1996,109,"Drama, Romance","New Jersey, 1950s. Two brothers run an Italian restaurant. Business is not going well as a rival Italian restaurant is out-competing them. In a final effort to save the restaurant, the brothers plan to put on an evening of incredible food.","Campbell Scott, Stanley Tucci","Tony Shalhoub, Stanley Tucci, Marc Anthony, Larry Block",7.3
1580,The First Wives Club,https://www.imdb.com/title/tt0116313/,1996,103,Comedy,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",Hugh Wilson,"Goldie Hawn, Bette Midler, Diane Keaton, Maggie Smith",6.4
1581,The Hunchback Of Notre Dame,https://www.imdb.com/title/tt0116583/,1996,91,"Animation, Drama, Family","A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.","Gary Trousdale, Kirk Wise","Demi Moore, Jason Alexander, Mary Kay Bergman, Corey Burton",6.9
1582,Kingpin,https://www.imdb.com/title/tt0116778/,1996,114,"Comedy, Sport","A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.","Bobby Farrelly, Peter Farrelly","Woody Harrelson, Randy Quaid, Bill Murray, Vanessa Angel",6.9
1583,Emma,https://www.imdb.com/title/tt0116191/,1996,120,"Comedy, Drama, Romance","While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love.",Douglas McGrath,"Gwyneth Paltrow, James Cosmo, Greta Scacchi, Alan Cumming",6.6
1584,Stealing Beauty,https://www.imdb.com/title/tt0117737/,1996,118,"Drama, Mystery, Romance","After her mother commits suicide, a young woman travels to Italy in search of love, truth and a deeper connection with herself.",Bernardo Bertolucci,"Jeremy Irons, Liv Tyler, Carlo Cecchi, Sinéad Cusack",6.6
1585,Executive Decision,https://www.imdb.com/title/tt0116253/,1996,133,"Action, Adventure, Thriller","When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.",Stuart Baird,"Kurt Russell, Halle Berry, Steven Seagal, John Leguizamo",6.4
1586,Swingers,https://www.imdb.com/title/tt0117802/,1996,96,"Comedy, Drama","A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends.",Doug Liman,"Vince Vaughn, Heather Graham, Jon Favreau, Ron Livingston",7.2
1587,D3: The Mighty Ducks,https://www.imdb.com/title/tt0116000/,1996,104,"Action, Comedy, Drama","The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.",Robert Lieberman,"Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling",5.5
1588,The Cable Guy,https://www.imdb.com/title/tt0115798/,1996,96,"Comedy, Drama, Thriller","A lonely and mentally disturbed cable guy raised on television just wants a new friend, but his target, a designer, rejects him, with bad consequences.",Ben Stiller,"Jim Carrey, Matthew Broderick, Leslie Mann, Jack Black",6.1
1589,Chain Reaction,https://www.imdb.com/title/tt0115857/,1996,107,"Action, Drama, Sci-Fi",Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,Andrew Davis,"Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward",5.7
1590,The Long Kiss Goodnight,https://www.imdb.com/title/tt0116908/,1996,121,"Action, Crime, Drama","Samantha Caine lives in a small town with her daughter. Eight years ago she emerged, two months pregnant, from a nearby river with no memory of her past or who she is. However, she's getting closer to finding out about her past.",Renny Harlin,"Geena Davis, Samuel L. Jackson, Yvonne Zima, Craig Bierko",6.8
1591,Bound,https://www.imdb.com/title/tt0115736/,1996,109,"Crime, Thriller",Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.,"Lana Wachowski, Lilly Wachowski","Jennifer Tilly, Gina Gershon, Joe Pantoliano, John P. Ryan",7.3
1592,Thinner,https://www.imdb.com/title/tt0117894/,1996,93,"Fantasy, Horror",An obese attorney is cursed by a gypsy to rapidly and uncontrollably lose weight.,Tom Holland,"Robert John Burke, Joe Mantegna, Lucinda Jenney, Bethany Joy Lenz",5.8
1593,Don'T Be A Menace To South Central While Drinking Your Juice In The Hood,https://www.imdb.com/title/tt0116126/,1996,89,"Comedy, Crime","A parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995) and Juice (1992).",Paris Barclay,"Shawn Wayans, Marlon Wayans, Keenen Ivory Wayans, Tracey Cherelle Jones",6.6
1594,Blood And Wine,https://www.imdb.com/title/tt0115710/,1996,101,"Crime, Drama, Thriller","A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes.",Bob Rafelson,"Jack Nicholson, Michael Caine, Stephen Dorff, Jennifer Lopez",6
1595,Bottle Rocket,https://www.imdb.com/title/tt0115734/,1996,91,"Comedy, Crime, Drama",Three friends plan to pull off a simple robbery and go on the run.,Wes Anderson,"Luke Wilson, Owen Wilson, Ned Dowd, Shea Fowler",7
1596,James And The Giant Peach,https://www.imdb.com/title/tt0116683/,1996,79,"Animation, Adventure, Family","An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.",Henry Selick,"Paul Terry, Joanna Lumley, Pete Postlethwaite, Simon Callow",6.7
