movie_id,title,movie_link,year,duration,genre,description,director,actors,rating
2002,28 Days,https://www.imdb.com/title/tt0191754/,2000,103,"Comedy, Drama",A big-city newspaper columnist is forced to enter a drug and alcohol rehab center after ruining her sister's wedding and crashing a stolen limousine.,Betty Thomas,"Sandra Bullock, Viggo Mortensen, Dominic West, Elizabeth Perkins",6.1
2003,Tra(Sgre)Dire,https://www.imdb.com/title/tt0200192/,2000,91,"Comedy, Drama","While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment that overlooks the Thames. There she meet the lesbian hyper-horny real estate agent Moira.",Tinto Brass,"Yuliya Mayarchuk, Jarno Berardi, Francesca Nunzi, Max Parodi",5.5
2004,Little Nicky,https://www.imdb.com/title/tt0185431/,2000,90,"Comedy, Fantasy","After two of the devil's three sons escape Hell to wreak havoc on Earth, the devil must send his third son, the mild-mannered Nicky, to bring them back before it's too late.",Steven Brill,"Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans",5.3
2005,The Family Man,https://www.imdb.com/title/tt0218967/,2000,125,"Comedy, Drama, Fantasy","A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.",Brett Ratner,"Nicolas Cage, Téa Leoni, Don Cheadle, Jeremy Piven",6.8
2006,Titan A.E.,https://www.imdb.com/title/tt0120913/,2000,94,"Animation, Action, Adventure",A young man learns that he has to find a hidden Earth ship before an enemy alien species does in order to secure the survival of humanity.,"Don Bluth, Gary Goldman","Matt Damon, Drew Barrymore, Bill Pullman, Jim Breuer",6.6
2007,Meet The Parents,https://www.imdb.com/title/tt0212338/,2000,108,"Comedy, Romance","Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare.",Jay Roach,"Ben Stiller, Robert De Niro, Teri Polo, Blythe Danner",7
2008,Dancer In The Dark,https://www.imdb.com/title/tt0168629/,2000,140,"Crime, Drama, Musical","An East European girl travels to the United States with her young son, expecting it to be like a Hollywood film.",Lars von Trier,"Björk, Catherine Deneuve, David Morse, Peter Stormare",8
2009,Nutty Professor II: The Klumps,https://www.imdb.com/title/tt0144528/,2000,106,"Comedy, Romance, Sci-Fi","Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines and his reputation are threatened by his evil clone Buddy Love.",Peter Segal,"Eddie Murphy, Janet Jackson, Larry Miller, John Ales",4.4
2010,Love & Basketball,https://www.imdb.com/title/tt0199725/,2000,124,"Drama, Romance, Sport",Monica and Quincy love and play basketball together through many life challenges from childhood to adulthood.,Gina Prince-Bythewood,"Sanaa Lathan, Omar Epps, Glenndon Chatman, Jess Willard",7.2
2011,U-571,https://www.imdb.com/title/tt0141926/,2000,116,"Action, War",A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.,Jonathan Mostow,"Matthew McConaughey, Bill Paxton, Harvey Keitel, Jon Bon Jovi",6.6
2012,Frequency,https://www.imdb.com/title/tt0186151/,2000,118,"Crime, Drama, Mystery","An accidental cross-time radio link connects father and son across 30 years. The son tries to save his father's life, but then must fix the consequences.",Gregory Hoblit,"Dennis Quaid, Jim Caviezel, Shawn Doyle, Elizabeth Mitchell",7.3
2013,Romeo Must Die,https://www.imdb.com/title/tt0165929/,2000,115,"Action, Crime, Thriller",An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.,Andrzej Bartkowiak,"Jet Li, Aaliyah, Isaiah Washington, Russell Wong",6.1
2014,Next Friday,https://www.imdb.com/title/tt0195945/,2000,98,Comedy,"A streetwise man flees South Central Los Angeles, heading to the suburbs and his lottery-winner uncle and cousin, to avoid a neighborhood thug with a grudge who has just escaped from prison.",Steve Carr,"Ice Cube, Mike Epps, Justin Pierce, John Witherspoon",6.2
2015,Wonder Boys,https://www.imdb.com/title/tt0185014/,2000,107,"Comedy, Drama","An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",Curtis Hanson,"Michael Douglas, Tobey Maguire, Frances McDormand, Robert Downey Jr.",7.2
2016,Chicken Run,https://www.imdb.com/title/tt0120630/,2000,84,"Animation, Adventure, Comedy","When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.","Peter Lord, Nick Park","Mel Gibson, Julia Sawalha, Phil Daniels, Lynn Ferguson",7
2017,Scream 3,https://www.imdb.com/title/tt0134084/,2000,116,"Horror, Mystery","While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them.",Wes Craven,"David Arquette, Neve Campbell, Courteney Cox, Liev Schreiber",5.6
2018,You Can Count On Me,https://www.imdb.com/title/tt0203230/,2000,111,Drama,"A single mother's life is thrown into turmoil after her struggling, rarely seen younger brother returns to town.",Kenneth Lonergan,"Laura Linney, Matthew Broderick, Amy Ryan, Michael Countryman",7.5
2019,The Flintstones In Viva Rock Vegas,https://www.imdb.com/title/tt0158622/,2000,90,"Comedy, Family, Romance","In this live-action prequel to The Flintstones (1994), the Flintstones and the Rubbles go on a trip to Rock Vegas, where Wilma Slaghoople is pursued by playboy Chip Rockefeller.",Brian Levant,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski",3.7
2020,Dracula 2000,https://www.imdb.com/title/tt0219653/,2000,99,"Action, Fantasy, Horror","A group of thieves breaks into a chamber expecting to find paintings, but instead they release the count himself, who travels to New Orleans to find his nemesis' daughter, Mary Van Helsing.",Patrick Lussier,"Gerard Butler, Justine Waddell, Jonny Lee Miller, Christopher Plummer",4.9
2021,Ginger Snaps,https://www.imdb.com/title/tt0210070/,2000,108,"Drama, Fantasy, Horror","Two death-obsessed sisters, outcasts in their suburban neighborhood, must deal with the tragic consequences when one of them is bitten by a deadly werewolf.",John Fawcett,"Emily Perkins, Katharine Isabelle, Kris Lemche, Mimi Rogers",6.8
2022,The Legend Of Bagger Vance,https://www.imdb.com/title/tt0146984/,2000,126,"Drama, Fantasy, Sport",A down-and-out golfer attempts to recover his game and his life with help from a mystical caddy.,Robert Redford,"Will Smith, Matt Damon, Charlize Theron, Bruce McGill",6.7
2023,The Road To El Dorado,https://www.imdb.com/title/tt0138749/,2000,89,"Animation, Adventure, Comedy","Two swindlers get their hands on a map to the fabled city of gold, El Dorado.","Bibo Bergeron, Don Paul, Jeffrey Katzenberg","Kevin Kline, Kenneth Branagh, Rosie Perez, Armand Assante",6.9
2024,Boiler Room,https://www.imdb.com/title/tt0181984/,2000,120,"Crime, Drama, Thriller","A college dropout, attempting to live up to his father's high standards, gets a job as a broker for a suburban investment firm which puts him on the fast track to success. But the job might not be as legitimate as it first appeared to be.",Ben Younger,"Giovanni Ribisi, Vin Diesel, Nia Long, Nicky Katt",7
2025,Mission To Mars,https://www.imdb.com/title/tt0183523/,2000,114,"Adventure, Sci-Fi, Thriller","When the first manned mission to Mars meets with a catastrophic and mysterious disaster after reporting an unidentified structure, a rescue mission is launched to investigate the tragedy and bring back any survivors.",Brian De Palma,"Tim Robbins, Gary Sinise, Don Cheadle, Connie Nielsen",5.7
2026,Shaft,https://www.imdb.com/title/tt0162650/,2000,99,"Action, Crime, Thriller",New York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.,John Singleton,"Samuel L. Jackson, Vanessa Williams, Christian Bale, Jeffrey Wright",5.9
2027,Quills,https://www.imdb.com/title/tt0180073/,2000,124,"Biography, Drama","In a Napoleonic era insane asylum, an inmate, the irrepressible Marquis De Sade, fights a battle of wills against a tyrannically prudish doctor.",Philip Kaufman,"Geoffrey Rush, Kate Winslet, Joaquin Phoenix, Michael Caine",7.3
2028,The 6Th Day,https://www.imdb.com/title/tt0216216/,2000,123,"Action, Mystery, Sci-Fi",A man meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.,Roger Spottiswoode,"Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker",5.9
2029,Get Carter,https://www.imdb.com/title/tt0208988/,2000,102,"Action, Crime, Drama",A Las Vegas mob enforcer travels back to his hometown to investigate his brother's mysterious death.,Stephen Kay,"Sylvester Stallone, Rachael Leigh Cook, Miranda Richardson, Rhona Mitra",5.2
2030,Pay It Forward,https://www.imdb.com/title/tt0223897/,2000,123,Drama,A young boy attempts to make the world a better place after his teacher gives him that chance.,Mimi Leder,"Kevin Spacey, Haley Joel Osment, Helen Hunt, Jay Mohr",7.2
2031,100 Girls,https://www.imdb.com/title/tt0214388/,2000,94,"Comedy, Romance","Matt spends the night with a girl in an elevator during power outage in a girls' college dorm. He never sees her. Waking up in the morning, panties are all that's left of her. How does he find her in a building with 100 girls?",Michael Davis,"Jonathan Tucker, Emmanuelle Chriqui, James DeBello, Katherine Heigl",5.8
2032,Men Of Honor,https://www.imdb.com/title/tt0203019/,2000,129,"Biography, Drama","The story of Carl Brashear, the first African-American U.S. Navy Diver, and the man who trained him.",George Tillman Jr.,"Cuba Gooding Jr., Robert De Niro, Charlize Theron, Aunjanue Ellis",7.2
2033,The Little Vampire,https://www.imdb.com/title/tt0192255/,2000,95,"Adventure, Comedy, Family","A lonely American boy living in Scotland makes a new best friend, a fellow nine year-old who happens to be a vampire.",Uli Edel,"Jonathan Lipnicki, Rollo Weeks, Richard E. Grant, Jim Carter",5.8
2034,Dungeons & Dragons,https://www.imdb.com/title/tt0190374/,2000,107,"Action, Adventure, Fantasy","Profion, a tyrant, attempts to overthrow a peaceful kingdom ruled by a tough empress.",Courtney Solomon,"Justin Whalin, Jeremy Irons, Zoe McLellan, Bruce Payne",3.6
2035,102 Dalmatians,https://www.imdb.com/title/tt0211181/,2000,100,"Adventure, Comedy, Family",Cruella DeVil gets out of prison and goes after the puppies once more.,Kevin Lima,"Glenn Close, Gérard Depardieu, Ioan Gruffudd, Alice Evans",4.9
2036,Keeping The Faith,https://www.imdb.com/title/tt0171433/,2000,128,"Comedy, Drama, Romance","Two friends, a priest and a rabbi, fall in love with the same woman they knew in their youth, but the religious position of both men denies them romance.",Edward Norton,"Ben Stiller, Edward Norton, Jenna Elfman, Anne Bancroft",6.3
2037,Center Stage,https://www.imdb.com/title/tt0210616/,2000,115,"Drama, Music, Romance",A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,Nicholas Hytner,"Amanda Schull, Ethan Stiefel, Sascha Radetsky, Christine Dunham",6.7
